FFTE Feed tank level SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,FFTE Feed flow SP,FFTE Out steam temp SP,Extract tank Level,Extract tank Out flow PV,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed tank level PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Out steam temp PV,FFTE Production solids PV,FFTE Pump 1,FFTE Pump 1 - 2,FFTE Pump 2,FFTE Steam pressure PV,FFTE Temperature 1 - 1,FFTE Temperature 1 - 2,FFTE Temperature 2 - 1,FFTE Temperature 2 - 2,FFTE Temperature 3 - 1,FFTE Temperature 3 - 2,FFTE Unk Temperature,TFE Feed pump,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,Class
1.0,-0.06686847025021893,-0.21809017643061515,0.00039858836332473554,0.355557054931976,-0.2603197179616928,0.5517298009166417,-0.49739511604396924,0.025712127515783292,0.07682886909841782,-0.10486829355403524,-0.01934823092601381,0.2565611597224712,-0.22339480430226996,0.1749603498884479,0.08241441732750848,0.19599267070724377,0.19739795094436693,0.028751425728343463,0.25720471541438766,0.10100254321405899,0.01044023446106654,0.1582363725908136,-0.098124763753073,0.16320683919601758,0.13489239037063983,0.15869885083948115,0.13831287438945192,-0.041492241222311904,0.16301744998447598,0.05926937007156665,-0.021879012981030403,-0.14336594777554337,-0.07662674806119531,0.10241826614922662,0.25491208622392464,-0.12199361291192946,0.2236332162409955,0.0941103529561908,0.18396362814089956,0.04382709768635963,0.07739521463979689,-0.0017187697559355479,-0.22758263035665843,-0.02392449452754565
-0.06686847025021893,1.0,0.030148397385670777,0.5977953340727179,0.30569881502915636,0.226877570029956,-0.07383076458728755,0.252998809338975,0.09972822191785277,-0.020268897934084228,0.004793118870949363,0.038756970528302716,-0.006850948441051749,0.08968465582881942,-0.056762776471997574,0.18680120563756383,0.0397287417860419,-0.045495917531958384,-0.017902794516866646,-0.0021801319182946886,0.0013894096614379418,0.018957773604773933,-0.011411102676006164,0.13811382567131344,-0.08592207361427574,-0.023477539450012654,-0.02245243605014106,0.12259022042774481,0.32253813230417977,-0.08268872898748138,0.03510126126494264,-0.03270614789274076,0.006121949089620955,-0.01901637901867364,-0.06818367157336874,-0.053607890167908435,0.0029063512496649603,0.07023404969661942,0.09004526064577208,-0.027066835763311176,0.045699341976176554,-0.01726071315538365,0.05610453007568982,0.07359194785366904,0.14186604089571314
-0.21809017643061515,0.030148397385670777,1.0,-0.054737797201419976,-0.07548318759094039,-0.12116084830093364,-0.2634027675103952,0.26879186342853206,0.09079563050556563,-0.05433431730390393,0.08796142101238558,-0.12364536740264252,-0.187056871257677,0.1375784003278188,-0.09979109257446389,0.07530990400815402,-0.09060450896044016,-0.13487721350158752,0.013410191580135648,-0.18448685073573118,-0.11283174987677907,-0.06587402770031689,-0.13743887806376798,0.1550613506462576,-0.1519777922463542,-0.1694658685280183,-0.09808336004262884,-0.0068955467951874625,0.18382989885080672,-0.1526996416920372,-0.027488097166081853,0.015133668792997755,0.09185577662318833,0.0708009618677687,-0.09724555449823656,-0.13908849714754837,0.037649624177773254,-0.14551184562759117,-0.10150293201673984,-0.10299804249854831,-0.030865114643393688,-0.0778675929748508,0.0002012554499396358,0.13007349600361795,0.09181393304416373
0.00039858836332473554,0.5977953340727179,-0.054737797201419976,1.0,0.2938850517804554,0.22507418184172936,-0.038061857744391796,0.2782165849983473,0.02479874755044443,0.060666851447461985,-0.014079497439241674,0.006697184125291329,0.020872937806623262,0.115550792124519,-0.04375781335025278,-0.1379856184452051,0.007117019321289412,-0.02993921750503242,-0.019399621888864724,0.02262531722884791,0.007362687542066985,0.03303818577549665,-0.011116798958334026,0.037160785488992064,-0.13272383559133769,-0.07001095489031821,-0.14080044738263653,0.048170884065552366,-0.05261339513100034,-0.13026031914673206,0.024179934398926652,0.002005352824503532,0.021094531952292033,0.002794032387185823,-0.05406399089377257,-0.06589490693010858,0.04813993231022875,0.03147705915743128,0.005918075747673381,-0.011158887870462575,0.03592370965885021,-0.03330777819261361,0.026239201262554974,0.05983255081974372,0.20567272222551577
0.355557054931976,0.30569881502915636,-0.07548318759094039,0.2938850517804554,1.0,-0.174002455269879,0.44931762574586404,-0.353848963361687,0.02498498566138779,0.016259538980104397,-0.09335924024992252,0.001721331022586792,0.05135693802918759,-0.022128938189316376,0.011252125394493672,0.05389868919202664,0.06349737986630925,0.04050511301860796,0.002004038445220975,0.05646206380582268,0.016544048166510072,-0.0014577901532829844,0.02151181372977283,0.014364011601490947,0.008764228425309401,0.016516572301391853,0.026079469864408518,0.08090407830711645,0.10001428606758672,0.009074999289996763,0.01686908940273891,-0.024151403976165477,-0.027238243911801074,0.016364880325150655,-0.009516907791088509,0.020962745005150028,-0.016154698243469642,0.0751814355744073,0.019049713609582436,0.037179719319928715,0.013820949150845951,0.0008329769484800561,0.003639291893553258,-0.025208186379754357,0.04386420185204864
-0.2603197179616928,0.226877570029956,-0.12116084830093364,0.22507418184172936,-0.174002455269879,1.0,-0.25354801143118716,0.29584619119347066,0.0300420405334731,-0.003525607097581797,0.02470524603858901,0.056044819495132216,-0.04343643238724263,0.08914076077910865,-0.07427860180921672,-0.07241568494039581,-0.05314229385853189,-0.07267055857247286,-0.026293292721434384,-0.04618201914436874,0.003153461061607441,0.03429938848210505,-0.021838907072125914,-0.037589417786884974,-0.07796732247603345,-0.02621365444734452,-0.078452010873168,-0.03421507852656695,-0.027226128151366935,-0.07576922828069704,0.031763872767038924,0.0020219049505903735,0.022230197341666202,-0.012859926640361521,0.0100046850751922,-0.08403058658195875,0.05632556615719607,-0.04885410209120471,-0.0057923991686828534,-0.07749904577846053,0.03634861517600685,0.0040120373339130695,0.054629614631178394,0.10849700557493892,0.12046252236752567
0.5517298009166417,-0.07383076458728755,-0.2634027675103952,-0.038061857744391796,0.44931762574586404,-0.25354801143118716,1.0,-0.842353762281206,-0.04042220094654715,0.03197359276523522,-0.1477904728571425,0.03498518452918567,0.30265280915267506,-0.23660582600595703,0.18669989338335893,0.05846805153127843,0.21579088467284463,0.2126407431118779,0.04012305587455864,0.2997494360577887,0.10208869394123474,0.009217163884138823,0.16960657288169034,-0.04827918959525817,0.18614646524943054,0.15523645340994438,0.18171230483542095,0.16075738619906732,-0.06361423828644827,0.18474838538625002,0.10089550819535831,0.05160900745292861,-0.12393457362502434,-0.08375411146647939,0.1169194643329507,0.2767978912059643,-0.143012989336477,0.281819212937094,0.17778556992809358,0.21975886698468422,0.08283137668525246,0.06749240420467413,0.04927353387270374,-0.2335869272404791,-0.01375850613165949
-0.49739511604396924,0.252998809338975,0.26879186342853206,0.2782165849983473,-0.353848963361687,0.29584619119347066,-0.842353762281206,1.0,0.05844966717628041,-0.021759620588325743,0.12277469710151222,-0.043554966892139835,-0.26695137890949017,0.2525963420715032,-0.18356350293248236,-0.10467119159792485,-0.2025037810074794,-0.2169061569933719,-0.047648252044744335,-0.264267890961911,-0.10715731056692752,-0.015079793437318665,-0.17107697192108332,0.05283781011631893,-0.22795186569666573,-0.172462485076289,-0.2226537025939368,-0.13477886635654948,0.05441963082463472,-0.22589948685183855,-0.07653467556605921,-0.0463263806675674,0.12179189831353704,0.06682575445276896,-0.1302202064735999,-0.2664174772552821,0.14802397788753183,-0.24821064452317554,-0.14429748663388897,-0.20557880456803249,-0.058363732713586025,-0.07429662708565801,-0.022105853791589997,0.2352544352478782,0.10716600608997216
0.025712127515783292,0.09972822191785277,0.09079563050556563,0.02479874755044443,0.02498498566138779,0.0300420405334731,-0.04042220094654715,0.05844966717628041,1.0,-0.018995062931318057,-0.028769590484090342,-0.060759072296687255,-0.023082725928579885,0.06595686472243871,-0.00693527703330631,0.15226072760572332,-0.010138938660407505,-0.0336663598014353,-0.006880328260992656,-0.019681070327964914,-0.02636477213478945,-0.011638035780704353,-0.03423072459647168,0.04584402132102235,-0.061655436875344624,0.005820568967587074,-0.014561494699214967,-0.035133046813248595,0.2792955253811909,-0.06198073222433592,-0.024850829699737734,0.027363038021115425,0.04595112217394076,0.06261258889053808,-0.021819649468836237,-0.03388638595967257,0.04290542274388334,-0.01504484362293284,-0.04919143463982365,-0.05026615877758069,-0.02306010942682862,-0.04341185339894742,-0.02766909248389054,0.03677094393200403,-0.022671401142488324
0.07682886909841782,-0.020268897934084228,-0.05433431730390393,0.060666851447461985,0.016259538980104397,-0.003525607097581797,0.03197359276523522,-0.021759620588325743,-0.018995062931318057,1.0,-0.05086844854292555,-0.03017076395263555,0.2696942965426482,-0.1534524983583906,0.5202171465131182,0.125920708339754,0.3234366209450185,0.4851103395283112,0.06302774641524495,0.28428403379437,0.16699696560149768,0.0884235058775947,0.20148001453174877,-0.06998147576429505,0.1584899363759146,0.11113819409197426,0.1175101375494648,0.08621067883837973,-0.08160791712840032,0.16430904762535128,0.06852634389202988,-0.06740051157864127,-0.17931062592483568,-0.07321018949253928,0.13622132838436257,0.2209758294024331,-0.14011208634711358,0.14574340430352895,-0.08395782592267409,0.16073237853424188,0.06369908814667041,0.10991938724413192,0.02103590779829075,-0.17304467807251833,-0.03328388077031528
-0.10486829355403524,0.004793118870949363,0.08796142101238558,-0.014079497439241674,-0.09335924024992252,0.02470524603858901,-0.1477904728571425,0.12277469710151222,-0.028769590484090342,-0.05086844854292555,1.0,-0.03121641261351457,-0.22286046028198692,0.18386141687866822,-0.10092425166107666,0.046353848467469136,-0.08256117525592466,-0.07744054818670885,0.02875623000443871,-0.21769545032486612,-0.06710494124765536,0.006737479057932937,-0.1303400031502044,0.07822675452930467,-0.012013216316721318,-0.03306571621355935,-0.00023147501491103305,-0.03418355014764157,0.04327948410156494,-0.011362906136161552,-0.20042710286763038,0.002071248996752146,0.11525180070664003,0.11370664061198317,-0.09589047623808085,-0.2509221217170127,0.11485873804587303,-0.19889112242732915,-0.16695439559879516,-0.23797966634034165,-0.1631732740338256,-0.11306013496112295,-0.1105487128336637,0.15246088939791796,0.0008369826127264749
-0.01934823092601381,0.038756970528302716,-0.12364536740264252,0.006697184125291329,0.001721331022586792,0.056044819495132216,0.03498518452918567,-0.043554966892139835,-0.060759072296687255,-0.03017076395263555,-0.03121641261351457,1.0,0.10723734590414571,0.03580114985925291,-0.01976518899951102,0.0323630602696842,0.07001235810597692,-0.010537447961408597,-0.03487239034565057,0.1034553412103315,0.1544544132065801,0.17773543025903601,0.14210605560746903,0.061014406294375344,-0.019902819707889218,-0.0028770179794490296,-0.002441952848935801,0.11631873651972531,0.061709014023132724,-0.01621445851376136,0.04187952811250999,0.0028335473599182858,-0.01732117500708081,-0.11212888422459145,-0.02090093328399499,0.05885757240939873,0.019989481235306958,0.09934920458375394,0.22480277738504392,0.01853722753994516,0.02987148348623061,0.04998727865245693,0.04406372593789846,-0.010920500853786923,-0.08859527023103989
0.2565611597224712,-0.006850948441051749,-0.187056871257677,0.020872937806623262,0.05135693802918759,-0.04343643238724263,0.30265280915267506,-0.26695137890949017,-0.023082725928579885,0.2696942965426482,-0.22286046028198692,0.10723734590414571,1.0,-0.5585224134477789,0.578443440299208,0.2409084476707934,0.7248628303605034,0.6407381252972708,0.007696473557778326,0.9907760041466366,0.46829715449681797,0.21933627323742172,0.607562355525486,-0.25162433595315564,0.4060514142860497,0.34657482592393296,0.3597126574283939,0.47917231214648764,-0.09864306911737039,0.40586683296295945,0.4289639210282494,-0.06064349852337347,-0.5002753724464135,-0.36741743538675203,0.29881474544491254,0.6916182139342543,-0.3886221674752833,0.762066372815472,0.17993335656938667,0.5804563829512989,0.35786631159651394,0.13241989889901615,0.3068606225704588,-0.47588898812062647,0.018022080250564787
-0.22339480430226996,0.08968465582881942,0.1375784003278188,0.115550792124519,-0.022128938189316376,0.08914076077910865,-0.23660582600595703,0.2525963420715032,0.06595686472243871,-0.1534524983583906,0.18386141687866822,0.03580114985925291,-0.5585224134477789,1.0,-0.5356981946070981,-0.3521476349858863,-0.48011811776257524,-0.588735532494294,-0.04161752653247608,-0.5600199470412156,-0.231169519043495,0.12070425217763342,-0.43278911167332246,0.2337497731670858,-0.6003171044931344,-0.5244114092569504,-0.5668703752297544,-0.2386948030241023,0.04632068656456141,-0.59487433567341,-0.27886389071774464,0.23685672585783343,0.5958877568256267,0.4326318109472969,-0.1989515124759961,-0.7459827778474467,0.6065993163926249,-0.5211930008801211,-0.07885663504861466,-0.6317157034263924,-0.16451983329230077,-0.1025386101937818,-0.03268952139891417,0.6698019557921298,0.10484637825428572
0.1749603498884479,-0.056762776471997574,-0.09979109257446389,-0.04375781335025278,0.011252125394493672,-0.07427860180921672,0.18669989338335893,-0.18356350293248236,-0.00693527703330631,0.5202171465131182,-0.10092425166107666,-0.01976518899951102,0.578443440299208,-0.5356981946070981,1.0,0.3466674524535953,0.5862513459663438,0.764038323337688,0.1268526874575087,0.5955452223145062,0.2158993318343995,-0.016887471729016917,0.3467247846352722,-0.14111602747914478,0.44339179741175494,0.35704052750224363,0.39816315367051647,0.26287753422916565,-0.02838783922694543,0.4439568230584854,0.21098136055945044,-0.1456392079444648,-0.43149535551280593,-0.2844192349007458,0.18025644624818918,0.5508195074915668,-0.42381936656101177,0.42538767160882013,0.04131432974043071,0.4550138679358272,0.14308269813746435,0.054734706117766325,0.06244773663640275,-0.47765010941212976,-0.036849115394390876
0.08241441732750848,0.18680120563756383,0.07530990400815402,-0.1379856184452051,0.05389868919202664,-0.07241568494039581,0.05846805153127843,-0.10467119159792485,0.15226072760572332,0.125920708339754,0.046353848467469136,0.0323630602696842,0.2409084476707934,-0.3521476349858863,0.3466674524535953,1.0,0.440361958123903,0.45734957990837055,0.16135664660174864,0.26212850697306095,0.2837881040129537,0.17593541479565147,0.33549216124740644,0.2642173542168577,0.5280797559482415,0.4491582004933642,0.5868922464468246,0.3271773419308471,0.6908988565057839,0.5333878699464264,0.0029694341695057276,-0.17467559029900318,-0.26068332100240177,-0.23662104292806213,0.08679021771062183,0.35854636770242015,-0.3660458722593247,0.26135730279207353,-0.019614055196467528,0.2691780550357425,-0.03859800421375152,-0.10732102093722999,-0.11419139043555197,-0.366310300361554,-0.12461458007065158
0.19599267070724377,0.0397287417860419,-0.09060450896044016,0.007117019321289412,0.06349737986630925,-0.05314229385853189,0.21579088467284463,-0.2025037810074794,-0.010138938660407505,0.3234366209450185,-0.08256117525592466,0.07001235810597692,0.7248628303605034,-0.48011811776257524,0.5862513459663438,0.440361958123903,1.0,0.7787550534270636,0.1305949107178657,0.7411016235844807,0.3738497174096647,0.15449137507985636,0.48949091379785636,-0.03718942915775162,0.5306384701512337,0.4587781993358165,0.5124278110077723,0.7356084520165364,0.012770767503597388,0.5323042652452957,0.3353586340936517,-0.053775110978225606,-0.4325540210326253,-0.27924641214708434,0.26731562835025496,0.5947627669257876,-0.4195671635472869,0.5530321938282631,0.11616239206072441,0.49341404164867114,0.26435773025447373,-0.041262172218981694,0.1921386675141073,-0.43207231945597674,0.031028829391536516
0.19739795094436693,-0.045495917531958384,-0.13487721350158752,-0.02993921750503242,0.04050511301860796,-0.07267055857247286,0.2126407431118779,-0.2169061569933719,-0.0336663598014353,0.4851103395283112,-0.07744054818670885,-0.010537447961408597,0.6407381252972708,-0.588735532494294,0.764038323337688,0.45734957990837055,0.7787550534270636,1.0,0.14166011483097332,0.6620851072869873,0.3914659949706819,0.1419907531789916,0.5210417238028353,-0.1388646187781065,0.5867945639315616,0.49363550699898107,0.5317152301973835,0.33034070749831496,-0.022195533264054164,0.591780793850132,0.23164569462011864,-0.13096905809948875,-0.4874133769581805,-0.3359565566774692,0.2303182077857066,0.6477596622363855,-0.4648619541816179,0.5536363266658973,0.0010687449734255515,0.5457031958515174,0.14398843235266848,0.04347208023047364,0.03422614218097018,-0.5686649566742581,-0.050817230627308814
0.028751425728343463,-0.017902794516866646,0.013410191580135648,-0.019399621888864724,0.002004038445220975,-0.026293292721434384,0.04012305587455864,-0.047648252044744335,-0.006880328260992656,0.06302774641524495,0.02875623000443871,-0.03487239034565057,0.007696473557778326,-0.04161752653247608,0.1268526874575087,0.16135664660174864,0.1305949107178657,0.14166011483097332,1.0,0.027319304284424906,0.014889899453918675,-0.003025766896328969,0.012551339160368807,0.13406568843886463,0.12866026739237113,0.07043932181601796,0.20489701169821073,0.1654917914124757,0.10620195318490147,0.12944861487032966,0.03538534508856233,0.03644280795385037,-0.018108221340232045,0.034726311248401316,-0.0024691986366744967,0.030688986796666762,-0.03553618420209345,0.014451136846249718,-0.025204160007344767,0.055975779253471275,0.0070426035603013805,-0.006333189893352122,-0.005171494002760834,-0.027910176037823215,-0.022640935869510253
0.25720471541438766,-0.0021801319182946886,-0.18448685073573118,0.02262531722884791,0.05646206380582268,-0.04618201914436874,0.2997494360577887,-0.264267890961911,-0.019681070327964914,0.28428403379437,-0.21769545032486612,0.1034553412103315,0.9907760041466366,-0.5600199470412156,0.5955452223145062,0.26212850697306095,0.7411016235844807,0.6620851072869873,0.027319304284424906,1.0,0.46731541953829364,0.2186252051216624,0.6063811398603833,-0.23828714946729115,0.41309116954202035,0.351933946208253,0.36765145114631387,0.47998807792636144,-0.086185331918147,0.41381518439153897,0.42064572183770776,-0.06655755200146123,-0.5022317840870661,-0.36887803043315864,0.292627856001849,0.6905402874149529,-0.40141517453760267,0.7515387369322446,0.17186781622281966,0.5775833729556273,0.35022026848824855,0.1236003867639959,0.29972764003728036,-0.4773707105349129,0.012146449402919686
0.10100254321405899,0.0013894096614379418,-0.11283174987677907,0.007362687542066985,0.016544048166510072,0.003153461061607441,0.10208869394123474,-0.10715731056692752,-0.02636477213478945,0.16699696560149768,-0.06710494124765536,0.1544544132065801,0.46829715449681797,-0.231169519043495,0.2158993318343995,0.2837881040129537,0.3738497174096647,0.3914659949706819,0.014889899453918675,0.46731541953829364,1.0,0.8978107753098664,0.9668658028782163,0.09047977747313737,0.3155835474732439,0.2816063526181015,0.30658680759364054,0.20544988612632772,0.007245392211931878,0.32586538866560705,0.13197823571216366,-0.2575728811802123,-0.42561374476007013,-0.43033820233006753,0.2182821156567762,0.5519364855834066,-0.3061385076210931,0.4387724056711888,0.025079138953059472,0.40030159239329866,0.07118115740256643,0.09145946538310674,-0.05241202925409404,-0.4304056230402994,-0.04688378077771671
